"guideline anchor","guideline url",mirror_file,timestamp
"ACR Appropriateness Criteria® acute nonspecific chest pain — low probability of coronary artery disease.",https://www.guideline.gov/summaries/summary/49907/acr-appropriateness-criteria--acute-nonspecific-chest-pain---low-probability-of-coronary-artery-disease,./acr-appropriateness-criteria--acute-nonspecific-chest-pain---low-probability-of-coronary-artery-disease,20180712165240
"Guidelines of care for the management of atopic dermatitis. Section 3. Management and treatment with phototherapy and systemic agents.",https://www.guideline.gov/summaries/summary/48410/guidelines-of-care-for-the-management-of-atopic-dermatitis-section-3-management-and-treatment-with-phototherapy-and-systemic-agents,./guidelines-of-care-for-the-management-of-atopic-dermatitis-section-3-management-and-treatment-with-phototherapy-and-systemic-agents,20180712202127
"ACR Appropriateness Criteria® radiologic management of lower gastrointestinal tract bleeding.",https://www.guideline.gov/summaries/summary/49074/acr-appropriateness-criteria--radiologic-management-of-lower-gastrointestinal-tract-bleeding,./acr-appropriateness-criteria--radiologic-management-of-lower-gastrointestinal-tract-bleeding,20180712165306
"Screening for primary hypertension in children and adolescents: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/47351/screening-for-primary-hypertension-in-children-and-adolescents-us-preventive-services-task-force-recommendation-statement,./screening-for-primary-hypertension-in-children-and-adolescents-us-preventive-services-task-force-recommendation-statement,20180712204819
"HIV testing: increasing uptake among people who may have undiagnosed HIV (Joint NICE and Public Health England guideline).",https://www.guideline.gov/summaries/summary/50597/hiv-testing-increasing-uptake-among-people-who-may-have-undiagnosed-hiv-joint-nice-and-public-health-england-guideline,./hiv-testing-increasing-uptake-among-people-who-may-have-undiagnosed-hiv-joint-nice-and-public-health-england-guideline,20180712165318
"CDC guidance for evaluating health-care personnel for hepatitis B virus protection and for administering postexposure management.",https://www.guideline.gov/summaries/summary/47892/cdc-guidance-for-evaluating-healthcare-personnel-for-hepatitis-b-virus-protection-and-for-administering-postexposure-management,./cdc-guidance-for-evaluating-healthcare-personnel-for-hepatitis-b-virus-protection-and-for-administering-postexposure-management,20180712183011
"Role of assisted hatching in in vitro fertilization: a guideline.",https://www.guideline.gov/summaries/summary/50697/role-of-assisted-hatching-in-in-vitro-fertilization-a-guideline,./role-of-assisted-hatching-in-in-vitro-fertilization-a-guideline,20180712203731
"Colorectal cancer. The diagnosis and management of colorectal cancer.",https://www.guideline.gov/summaries/summary/48931/colorectal-cancer-the-diagnosis-and-management-of-colorectal-cancer,./colorectal-cancer-the-diagnosis-and-management-of-colorectal-cancer,20180609191722
"ACR Appropriateness Criteria® follow-up of Hodgkin lymphoma.",https://www.guideline.gov/summaries/summary/48304/acr-appropriateness-criteria--followup-of-hodgkin-lymphoma,./acr-appropriateness-criteria--followup-of-hodgkin-lymphoma,20180609204955
"Final recommendation statement: statin use for the primary prevention of cardiovascular disease in adults: preventive medication.",https://www.guideline.gov/summaries/summary/50554/final-recommendation-statement-statin-use-for-the-primary-prevention-of-cardiovascular-disease-in-adults-preventive-medication,./final-recommendation-statement-statin-use-for-the-primary-prevention-of-cardiovascular-disease-in-adults-preventive-medication,20180712184740
"BTS/ICS guideline for the ventilatory management of acute hypercapnic respiratory failure in adults.",https://www.guideline.gov/summaries/summary/50176/btsics-guideline-for-the-ventilatory-management-of-acute-hypercapnic-respiratory-failure-in-adults,./BTSICS-guideline-for-the-ventilatory-management-of-acute-hypercapnic-respiratory-failure-in-adults,20180713090752
"Final recommendation statement: skin cancer prevention: behavioral counseling.",https://www.guideline.gov/summaries/summary/51301/final-recommendation-statement-skin-cancer-prevention-behavioral-counseling,./final-recommendation-statement-skin-cancer-prevention-behavioral-counseling,20180621184054
"Uniform labeling of blocks and slides in surgical pathology: guideline from the College of American Pathologists Pathology and Laboratory Quality Center and the National Society for Histotechnology.",https://www.guideline.gov/summaries/summary/49927/uniform-labeling-of-blocks-and-slides-in-surgical-pathology-guideline-from-the-college-of-american-pathologists-pathology-and-laboratory-quality-center-and-the-national-society-for-histotechnology,./uniform-labeling-of-blocks-and-slides-in-surgical-pathology-guideline-from-the-college-of-american-pathologists-pathology-and-laboratory-quality-center-and-the-national-society-for-histotechnology,20180712204832
"The role of endoscopy in the assessment and treatment of esophageal cancer.",https://www.guideline.gov/summaries/summary/44119/the-role-of-endoscopy-in-the-assessment-and-treatment-of-esophageal-cancer,./the-role-of-endoscopy-in-the-assessment-and-treatment-of-esophageal-cancer,20180712200624
"American Gastroenterological Association Institute guideline on the management of acute diverticulitis.",https://www.guideline.gov/summaries/summary/50113/american-gastroenterological-association-institute-guideline-on-the-management-of-acute-diverticulitis,./american-gastroenterological-association-institute-guideline-on-the-management-of-acute-diverticulitis,20180712202131
"Non-Hodgkin's lymphoma: diagnosis and management.",https://www.guideline.gov/summaries/summary/50411/nonhodgkins-lymphoma-diagnosis-and-management,./nonhodgkins-lymphoma-diagnosis-and-management,20180712200610
"Gestational diabetes mellitus evidence-based nutrition practice guideline.",https://www.guideline.gov/summaries/summary/51052/gestational-diabetes-mellitus-evidencebased-nutrition-practice-guideline,./gestational-diabetes-mellitus-evidencebased-nutrition-practice-guideline,20180712202830
"Autism. Recognition, referral and diagnosis of children and young people on the autism spectrum.",https://www.guideline.gov/summaries/summary/34822/autism-recognition-referral-and-diagnosis-of-children-and-young-people-on-the-autism-spectrum,./autism-recognition-referral-and-diagnosis-of-children-and-young-people-on-the-autism-spectrum,20180712184713
"ACR Appropriateness Criteria® radiologic management of urinary tract obstruction.",https://www.guideline.gov/summaries/summary/47657/acr-appropriateness-criteria--radiologic-management-of-urinary-tract-obstruction,./acr-appropriateness-criteria--radiologic-management-of-urinary-tract-obstruction,20180712204247
"Clinical practice guideline for the pharmacologic treatment of chronic insomnia in adults: an American Academy of Sleep Medicine clinical practice guideline.",https://www.guideline.gov/summaries/summary/50660/clinical-practice-guideline-for-the-pharmacologic-treatment-of-chronic-insomnia-in-adults-an-american-academy-of-sleep-medicine-clinical-practice-guideline,./clinical-practice-guideline-for-the-pharmacologic-treatment-of-chronic-insomnia-in-adults-an-american-academy-of-sleep-medicine-clinical-practice-guideline,20180712184239
"Diagnosis of hypertensive disorders of pregnancy and classification of blood pressure measurements. In: Diagnosis, evaluation, and management of the hypertensive disorders of pregnancy: executive summary.",https://www.guideline.gov/summaries/summary/48055/diagnosis-of-hypertensive-disorders-of-pregnancy-and-classification-of-blood-pressure-measurements-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,./diagnosis-of-hypertensive-disorders-of-pregnancy-and-classification-of-blood-pressure-measurements-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,20180712184742
"Follow-up of patients who are clinically disease-free after primary treatment for fallopian tube, primary peritoneal, and epithelial ovarian cancer.",https://www.guideline.gov/summaries/summary/49970/followup-of-patients-who-are-clinically-diseasefree-after-primary-treatment-for-fallopian-tube-primary-peritoneal-and-epithelial-ovarian-cancer,./followup-of-patients-who-are-clinically-diseasefree-after-primary-treatment-for-fallopian-tube-primary-peritoneal-and-epithelial-ovarian-cancer,20180609211615
"The role of radiotherapy in the management of patients with diffuse low grade glioma: a systematic review and evidence-based clinical practice guideline.",https://www.guideline.gov/summaries/summary/50119/the-role-of-radiotherapy-in-the-management-of-patients-with-diffuse-low-grade-glioma-a-systematic-review-and-evidencebased-clinical-practice-guideline,./the-role-of-radiotherapy-in-the-management-of-patients-with-diffuse-low-grade-glioma-a-systematic-review-and-evidencebased-clinical-practice-guideline,20180609194823
"The prevention of early-onset neonatal group B streptococcal disease.",https://www.guideline.gov/summaries/summary/47557/the-prevention-of-earlyonset-neonatal-group-b-streptococcal-disease,./the-prevention-of-earlyonset-neonatal-group-b-streptococcal-disease,20180712182927
"British HIV Association guidelines for HIV-associated malignancies 2014.",https://www.guideline.gov/summaries/summary/47858/british-hiv-association-guidelines-for-hivassociated-malignancies-2014,./british-hiv-association-guidelines-for-hivassociated-malignancies-2014,20180712182922
"Neck pain: revision 2017.",https://www.guideline.gov/summaries/summary/51084/neck-pain-revision-2017,./neck-pain-revision-2017,20180712183855
"ACR Appropriateness Criteria® local-regional recurrence (LRR) and salvage surgery—breast cancer.",https://www.guideline.gov/summaries/summary/47689/acr-appropriateness-criteria--localregional-recurrence-lrr-and-salvage-surgery-breast-cancer,./acr-appropriateness-criteria--localregional-recurrence-lrr-and-salvage-surgery-breast-cancer,20180712200603
"Pheochromocytoma and paraganglioma: an Endocrine Society clinical practice guideline.",https://www.guideline.gov/summaries/summary/48545/pheochromocytoma-and-paraganglioma-an-endocrine-society-clinical-practice-guideline,./pheochromocytoma-and-paraganglioma-an-endocrine-society-clinical-practice-guideline,20180712200633
"Occupational therapy practice guidelines for early childhood: birth through 5 years.",https://www.guideline.gov/summaries/summary/47480/occupational-therapy-practice-guidelines-for-early-childhood-birth-through-5-years,./occupational-therapy-practice-guidelines-for-early-childhood-birth-through-5-years,20180712184005
"Epithelial ovarian, fallopian tube, and primary peritoneal cancer.",https://www.guideline.gov/summaries/summary/47835/epithelial-ovarian-fallopian-tube-and-primary-peritoneal-cancer,./epithelial-ovarian-fallopian-tube-and-primary-peritoneal-cancer,20180712200717
